layer,neuron,max_corr,mean_corr,min_corr,max_baseline,min_baseline,mean_baseline,w_in_norm,input_bias,w_out_norm,in_out_sim,l2_penalty,mean,var,skew,kurt,vocab_mean,vocab_var,vocab_skew,vocab_kurt,sparsity
4,110,0.3955,0.3582,0.3262,0.2434,0.1943,0.2185,0.58291996,-0.77832043,0.48572016,-0.27386773,0.5757197535968273,-1.2945118,1.1971345,-0.12251537,1.8541753,-0.00049434206,0.0012108353,-0.006065131,2.9909627,0.14603029
1,1182,0.8604,0.7236,0.644,0.288,0.1742,0.2311,0.43745008,-0.4840371,0.5743266,-0.6946983,0.5212136159595664,-1.7171472,1.2325388,0.6683628,1.8577062,0.00067798095,0.0006329127,-0.097649574,2.9948266,0.17074701
2,1171,0.2281,0.2122,0.1904,0.192,0.1814,0.186,0.5048395,-0.18187574,0.39596918,-0.59540534,0.4116545122701224,-1.1256348,0.7151874,-0.1273432,1.857842,-0.0013192854,0.0016309386,0.33989233,3.3549073,0.11663973
0,412,0.741,0.692,0.661,0.534,0.5073,0.518,0.37990883,-0.25006187,0.45686105,-0.09208009,0.3530527381190713,-0.6812067,1.3168818,-0.13791458,1.864571,0.0024727425,0.0019616887,-0.098192304,2.8309186,0.37222037
10,2744,0.8003,0.664,0.5483,0.4062,0.3735,0.396,0.44214824,0.25754726,0.73819035,-0.29743972,0.74042005896822,-0.56107765,0.9643448,-0.08542029,1.8676267,0.0017115425,0.0018583325,-0.17325638,2.9208755,0.38776508
2,1539,0.68,0.5786,0.4412,0.3108,0.2494,0.2812,0.5908709,-0.6611862,0.4282609,-0.5478512,0.53253581893562,-1.0613759,0.9075097,0.1510923,1.8685228,0.0016238546,0.002091404,0.040247776,2.900608,0.21849188
3,2436,0.4802,0.4102,0.379,0.3062,0.2869,0.2957,0.6124224,-0.516464,0.47243127,-0.74101883,0.5982525008955729,-1.3187878,0.8862165,-0.20093438,1.8687379,-0.0012417487,0.0014355186,0.26216945,3.5029635,0.06984118
2,482,0.503,0.4595,0.43,0.3098,0.274,0.294,0.5926979,-0.475551,0.42742586,-0.6288964,0.5339836664611496,-1.136153,1.2388501,-0.3032759,1.8717679,0.00073637854,0.0012433355,-0.06345206,3.0305903,0.2344641
11,950,0.651,0.552,0.4756,0.3132,0.2676,0.2944,0.5458695,-0.6756349,0.82269126,-0.36227053,0.9747944203106376,-1.116104,1.2619507,0.04749844,1.8740314,0.004230738,0.005307196,-0.7112757,2.4757726,0.22811797
11,1677,0.8623,0.739,0.6094,0.4146,0.3762,0.3972,0.43520498,-0.4470063,0.69082594,-0.5427741,0.666643853993684,-0.602828,0.67380726,0.3127739,1.8744268,-0.0007633645,0.0014566882,-1.2293749,7.83028,0.3194368
3,1593,0.4565,0.4004,0.3027,0.2717,0.2617,0.2656,0.61758536,-1.115038,0.7668529,-0.5268095,0.9694750471247396,-1.9721526,1.6271944,0.45961928,1.8754482,0.0012071105,0.0021435788,-0.24466524,2.9194105,0.11038562
4,435,0.522,0.4702,0.3887,0.3948,0.3386,0.3687,0.49518925,-0.6588747,0.5169161,-0.5617404,0.5124146477547725,-1.4659423,1.0238562,-0.021600561,1.8890195,0.001700625,0.0014188676,-0.11683575,2.9543211,0.098453894
5,875,0.3164,0.266,0.2261,0.1929,0.168,0.1792,0.50288814,-0.28103268,0.4711705,-0.6210137,0.4748981214229096,-1.2483093,1.0104094,-0.12108736,1.8927044,-0.0013078068,0.002173147,0.27320036,2.8777754,0.15779388
5,757,0.511,0.4226,0.3481,0.272,0.245,0.2595,0.5772913,-0.6209556,0.540358,-0.6337466,0.6252520132196899,-1.2417686,0.8582016,-0.0979565,1.895215,0.000101477846,0.0012561792,-0.12702821,3.247818,0.10622113
2,1432,0.454,0.4453,0.4377,0.4414,0.3843,0.4124,0.5389585,-0.75231653,0.5346924,-0.6360777,0.57637222734001,-1.9405684,1.154032,0.38532642,1.8978752,0.0004084175,0.0013675691,0.036692474,2.9925983,0.049374584
2,2780,0.6353,0.583,0.487,0.1436,0.1128,0.1274,0.25155377,-0.32608882,0.5124985,-0.44862297,0.3259340117034628,-0.8735228,0.57213044,-0.24646096,1.9003547,0.00070296455,0.00080134475,0.06751828,3.0222917,0.19179235
0,2967,0.4636,0.46,0.4568,0.4111,0.3433,0.3743,0.5066256,-0.43715593,0.39652145,-0.009141142,0.4138987588854625,-1.0258416,0.8888355,-0.20969255,1.9020742,5.35643e-05,0.001177266,0.015428845,3.035983,0.1966433
4,2976,0.3357,0.3235,0.3135,0.2537,0.2212,0.2378,0.5514078,-0.51322556,0.41713372,-0.5338183,0.4780511022618784,-1.0441139,0.87181485,-0.2647425,1.903351,-0.0005544349,0.0013204089,0.028169831,3.0008783,0.17993662
6,2936,0.5684,0.501,0.4355,0.31,0.2485,0.27,0.49904883,-0.59872127,0.5468637,-0.53648645,0.5481096411020588,-1.0967275,0.8982967,0.06919981,1.9081262,-0.0009242118,0.0012517453,-0.09192812,3.106119,0.17923868
4,2903,0.3125,0.2888,0.2732,0.3027,0.2754,0.2827,0.61075354,-0.6297626,0.4480364,-0.5594401,0.5737565023474916,-1.0709534,0.8859816,-0.22118999,1.9090924,-0.0012882885,0.0019796137,-0.21800297,3.081396,0.18126337
2,1158,0.874,0.8633,0.8516,0.4385,0.3276,0.3672,0.2770939,-0.3828174,0.5848043,-0.57401776,0.4187770987157,-0.5833461,0.45804623,-0.51452655,1.9099272,-0.00034905225,0.0007667395,-0.024178598,3.149612,0.35105067
0,233,0.976,0.886,0.771,0.388,0.2954,0.3323,0.20946868,-0.38313615,0.6028109,0.08536149,0.4072581090597524,-0.24753325,0.6857799,0.46855715,1.9132974,-0.0003025843,0.00047815812,-0.07992645,3.018932,0.37609988
0,2791,0.6387,0.6294,0.618,0.488,0.4412,0.4707,0.49577168,-0.4681146,0.4441598,0.074100375,0.4430674866260624,-1.1507547,1.3500758,-0.27453908,1.9173162,-5.5056695e-05,0.0011547306,-0.0013743542,3.0147462,0.20837192
5,439,0.2805,0.2454,0.2047,0.2014,0.1709,0.1819,0.55002654,-0.47425824,0.47544795,-0.54241765,0.5285799478635741,-1.5640414,0.97199917,0.20607066,1.918809,0.00015345479,0.0015710255,0.060156435,2.9502556,0.07733316
1,2616,0.7017,0.6523,0.611,0.2927,0.2429,0.2705,0.36911225,-0.40359402,0.32907036,-0.58470017,0.244531154930592,-0.85301584,0.5798293,-0.43852893,1.9247966,-2.0289228e-05,0.0005543828,-0.081926525,3.0138357,0.16805936
0,2998,0.4639,0.4543,0.447,0.4268,0.3706,0.4,0.4880519,-0.3290093,0.44832283,0.14288276,0.4391880169928189,-1.0401204,0.8846819,-0.18942259,1.9253447,7.510103e-05,0.0012411826,0.004129914,3.0171776,0.17603233
4,2518,0.474,0.4355,0.4077,0.213,0.181,0.1969,0.5546145,-0.5884101,0.4301544,-0.4869299,0.49263005144961,-1.195783,0.92681104,-0.0592501,1.927638,0.0013170642,0.001467638,-0.11689595,2.883494,0.1356511
3,2260,0.522,0.4692,0.3442,0.223,0.2083,0.214,0.66193235,-0.7317419,0.44975227,-0.6312654,0.6404315403466754,-1.4328215,0.8533429,0.10963082,1.9280497,0.0003355392,0.0015323759,-0.3791257,3.4937425,0.079169534
9,1318,0.5723,0.4812,0.4133,0.3843,0.3286,0.353,0.443893,-0.044440005,0.7034678,-0.67699647,0.69190794108584,-0.70674425,0.7714466,-0.43740907,1.9291224,-0.0008995235,0.002037676,0.21550201,3.2022352,0.3387482
5,79,0.8335,0.6934,0.442,0.1354,0.1226,0.1302,0.22394091,-0.43346485,0.82362235,-0.66526484,0.7285033065911506,-0.85146284,0.4436908,-0.3165313,1.9298993,6.271927e-05,0.0009504356,0.079333164,3.9995334,0.15271237
7,2663,0.57,0.536,0.4707,0.2174,0.1965,0.2046,0.5641874,-0.5676658,0.6259089,-0.66002035,0.7100693734179699,-0.9549242,0.6460884,0.16379175,1.9328071,0.00035200812,0.0014119552,-0.5584818,4.241873,0.19689061
3,1235,0.2651,0.2366,0.2175,0.1732,0.1515,0.1598,0.62570006,-0.71837336,0.43539968,-0.6104675,0.581073446428106,-1.0948247,1.1178063,-0.5184854,1.9354781,0.0015924717,0.0018840816,-0.4178932,3.1428063,0.1721317
0,2542,0.914,0.903,0.881,0.3867,0.3042,0.341,0.19480753,-0.0057162624,0.6476675,0.025335606,0.4574231643009508,-0.0783722,0.6839026,0.23601139,1.9376732,-0.000197175,0.00028848293,0.012616332,3.047956,0.47741583
1,2771,0.4116,0.3486,0.3074,0.2656,0.2394,0.256,0.5096582,-0.66801095,0.47270748,-0.7457269,0.4832038424751903,-0.83389914,0.68788654,-0.3246313,1.9379492,0.0022068117,0.0045344206,-0.42249933,2.6226046,0.237434
0,2531,0.578,0.536,0.506,0.5146,0.4607,0.4775,0.5001222,-0.3917119,0.4390741,0.061890442,0.44290828022365,-1.2479223,1.3891042,-0.36804304,1.9400576,0.0005190872,0.0012454524,-0.03292515,3.0309145,0.19381016
2,2982,0.6865,0.5,0.4153,0.2322,0.2034,0.2119,0.58437425,-0.96626663,0.65208864,-0.48822436,0.7667128584801121,-1.6236013,1.329889,0.51431304,1.9414268,0.00016566362,0.0017399372,-0.23012307,3.3595898,0.15048184
9,1447,0.38,0.3762,0.3713,0.265,0.225,0.2411,0.53458756,-0.48906386,0.7039169,-0.43639106,0.7812828614123635,-1.1258333,1.1327885,-0.15291694,1.9417291,0.0014307334,0.0024591375,0.033211175,2.7592342,0.20581739
6,2073,0.5835,0.5356,0.4534,0.2834,0.2505,0.2654,0.49792525,-0.46378142,0.43645197,-0.3360213,0.4384198767044434,-0.91851634,0.867038,0.080186,1.9418007,0.0007849333,0.0012719396,-0.055295702,2.97544,0.25153905
0,2779,0.5464,0.535,0.5234,0.4937,0.4395,0.456,0.47998166,-0.3557337,0.45198128,0.028814392,0.4346694714067939,-1.1609944,1.1301985,-0.31457695,1.9431878,-0.00043968987,0.0012507992,-0.024869893,2.9947875,0.15471673
2,2271,0.8394,0.7886,0.769,0.2534,0.2394,0.2461,0.36309946,-0.6752368,0.5025185,-0.6406121,0.3843660606945415,-2.1808693,1.7504268,0.579347,1.9441775,0.0001095958,0.00065875193,-0.07393599,3.0165741,0.09386696
0,1714,0.593,0.5845,0.5767,0.4731,0.4111,0.4453,0.47666183,-0.3334129,0.44757357,0.023953047,0.4275286007414938,-0.9527636,1.120596,-0.3758181,1.9453553,6.12788e-05,0.0012911562,0.031602576,3.0272872,0.24053702
5,1678,0.5493,0.4692,0.4307,0.2605,0.2365,0.2462,0.51344067,-0.5488256,0.53366286,-0.5869649,0.5484173697534285,-1.0287269,1.0955325,-0.27938342,1.9456584,0.0011043584,0.0018472183,-0.011662413,3.481494,0.21228214
0,1871,0.4617,0.4453,0.4343,0.4556,0.415,0.4377,0.48428425,-0.370636,0.43384302,0.04793122,0.422751000800783,-0.9499599,0.9390677,-0.3623825,1.9501804,-0.0006254976,0.0012825559,0.07004014,3.0463083,0.22714213
2,2283,0.796,0.7354,0.63,0.173,0.1351,0.16,0.24405314,-0.3014553,0.6149779,-0.48050502,0.4377597526322695,-0.7841658,0.5567846,-0.3066223,1.9521213,0.000183327,0.0006116396,0.028792894,3.2467418,0.25367302
4,1318,0.4673,0.4072,0.3801,0.3723,0.3513,0.362,0.45926598,-0.34103918,0.5454093,-0.6756659,0.5083965449118504,-1.0165652,1.3271152,-0.6589724,1.9533767,-8.437047e-05,0.0014481969,-0.15114999,2.9923677,0.27569392
0,72,0.434,0.4158,0.4055,0.4246,0.3594,0.38,0.53506416,-0.41937986,0.420695,0.06557642,0.4632779383415056,-1.181217,1.0791461,-0.19702597,1.9543421,-0.00026757098,0.0013227805,-0.0076404084,3.029099,0.17663841
9,2388,0.593,0.4727,0.3862,0.2217,0.2134,0.2178,0.48223588,-0.114550546,0.6867429,-0.7110539,0.7041672546597845,-1.3622282,1.5201079,-0.32251814,1.9553165,-0.00024561628,0.0018021731,0.63262725,4.206314,0.1815802
3,1585,0.516,0.4148,0.3372,0.2893,0.2688,0.2773,0.69822836,-0.861006,0.54432577,-0.6898331,0.7838133865943826,-1.5350211,0.99425346,0.06395264,1.9556444,0.00079391,0.0019259773,-0.53991383,3.5519047,0.0665477
0,1911,0.6265,0.6025,0.581,0.5186,0.4868,0.503,0.48507062,-0.3562698,0.45554283,0.11596138,0.4428127763515933,-1.2217418,1.00995,-0.20741077,1.9560919,0.0005647604,0.0012522907,-0.018655155,2.9944828,0.10578078
3,832,0.3809,0.347,0.3176,0.2688,0.26,0.2634,0.5092826,-0.29077047,0.4812288,-0.7605027,0.4909499246122,-0.71251583,0.767105,-0.5466585,1.9567913,-0.0012033678,0.0030554945,0.55079496,3.0555341,0.3765455
3,36,0.5806,0.55,0.508,0.2295,0.1937,0.2087,0.60880995,-0.5087906,0.4411195,-0.4312502,0.5652359684992525,-1.4415604,1.1105373,-0.11266628,1.9568392,0.0011186635,0.0012712688,-0.010740706,2.9636786,0.09940903
0,1885,0.5215,0.4966,0.4778,0.4783,0.458,0.4712,0.45788923,-0.25294673,0.4394379,0.07187279,0.4027682149064029,-0.8236762,0.7611846,-0.21519381,1.957147,0.00039618328,0.0012244937,-0.012444369,3.042979,0.24568105
0,1547,0.448,0.4194,0.4045,0.4045,0.3474,0.3853,0.5111437,-0.40320385,0.43848714,0.076378964,0.4535388539950695,-1.2589779,1.3084775,-0.365331,1.9577199,0.00044966576,0.0012800322,-0.013045626,3.0214071,0.17411266
0,606,0.3252,0.2944,0.2673,0.2423,0.1995,0.2173,0.5019429,-0.39032897,0.39798248,-0.06783944,0.4103367292473603,-1.0531008,0.9112998,-0.36640593,1.9594696,-0.000114278766,0.0012939157,-0.0013634615,3.0452716,0.15414578
0,503,0.525,0.505,0.4849,0.4287,0.4192,0.4233,0.48660728,-0.3838092,0.42909902,0.044806987,0.4209126139139587,-1.1316073,1.2886416,-0.31740695,1.9631741,-6.7933904e-08,0.0012878107,-0.023406215,3.0223446,0.22180475
0,1172,0.622,0.607,0.5913,0.4995,0.4182,0.4626,0.48972368,-0.30671912,0.43800732,0.030582998,0.4316796951263247,-1.0692083,1.2420264,-0.35558897,1.9673867,0.00023025091,0.001232026,0.0008561492,3.0163093,0.21129441
0,479,0.5854,0.564,0.5493,0.5225,0.469,0.4893,0.47337207,-0.46980584,0.46269622,0.1622468,0.4381689086583732,-1.1868192,0.9255583,-0.11213903,1.9677361,0.00020248738,0.0012478741,-0.016391734,2.975873,0.11761522
0,2460,0.509,0.4866,0.469,0.4885,0.4321,0.4631,0.48905978,-0.29322016,0.46205,0.028965894,0.4526696709136484,-1.0455469,1.2752987,-0.48310912,1.9679055,-0.00027725022,0.0012585684,0.040108994,3.1308053,0.23600596
2,1143,0.511,0.4746,0.4268,0.3767,0.3203,0.343,0.41323,-0.4603632,0.3984704,-0.26485267,0.32953769257616,-1.0498419,0.76929647,-0.022756636,1.9697423,0.00075999205,0.0011642113,-0.04629514,3.0051427,0.15931645
0,1027,0.582,0.5356,0.4949,0.4985,0.4746,0.4844,0.48205295,-0.27608377,0.4613127,-0.011492633,0.4451844537849925,-1.0327697,1.233109,-0.39460096,1.9697472,0.0003885623,0.0012612129,0.0301886,3.0571687,0.23423894
0,933,0.5967,0.5664,0.5537,0.442,0.3877,0.4065,0.49305996,-0.40588436,0.42552277,0.071672656,0.4241777519436745,-1.0214844,1.2016525,-0.19299667,1.9713748,2.0365953e-05,0.001239335,0.0399649,3.0087562,0.23109207
0,2286,0.5107,0.4817,0.4631,0.4592,0.4143,0.4307,0.51531875,-0.44569767,0.41632682,0.099352,0.4388814351528749,-1.2165457,1.1249975,-0.23092403,1.9720826,0.00012811917,0.0012064845,-0.01250907,3.0007517,0.1698533
1,2076,0.8584,0.7725,0.7095,0.3035,0.2856,0.2925,0.40273723,-0.48333305,0.36894676,0.21494764,0.2983189881425705,-0.73870903,0.62967247,0.027133465,1.9741338,0.0012972367,0.0009674465,0.07120812,2.9952404,0.27031884
3,66,0.4321,0.3892,0.3286,0.2233,0.2072,0.2141,0.5162623,-0.53022534,0.3844312,-0.14931905,0.4143141099347299,-1.027002,0.8403467,-0.07843768,1.9743974,0.0005057441,0.0012946962,0.013577145,2.955062,0.18690768
1,462,0.805,0.618,0.475,0.1987,0.1544,0.178,0.42031187,-0.5419292,0.4686492,-0.6684055,0.3962941407235368,-0.93929935,0.9294697,-0.59340227,1.9744871,3.001695e-05,0.00043676028,-0.039435215,2.9949472,0.23768583
0,2128,0.522,0.499,0.4556,0.495,0.4458,0.4717,0.5024433,-0.37466973,0.42985007,0.07352801,0.4372203523938949,-1.1732954,1.2369308,-0.3354087,1.9747589,0.00023479506,0.0013118134,-0.033465795,2.994622,0.19514166
1,1,0.7344,0.59,0.532,0.1803,0.1587,0.1652,0.37016156,-0.49032286,0.32024288,-0.15273546,0.239575082692328,-1.0041708,0.6553358,0.13967495,1.9748337,-6.59474e-06,0.00050927914,0.025807159,2.9864028,0.17076537
8,2036,0.4263,0.415,0.405,0.3376,0.3162,0.325,0.41487804,-0.29403558,0.5986122,-0.4311743,0.5304603540630817,-0.8065036,0.58006585,0.022560455,1.9749037,-0.0010746736,0.0013695816,0.0114820665,3.0036845,0.22445352
5,2419,0.6694,0.6533,0.631,0.2305,0.1877,0.2124,0.23676105,-0.14948201,0.36881697,-0.2567405,0.1920817521570834,-0.7709425,0.17830753,0.015820524,1.9750054,0.0009813256,0.002052915,0.13420716,4.202333,0.04509591
0,1129,0.533,0.5166,0.4893,0.479,0.4473,0.4626,0.4623579,-0.24076615,0.45002317,0.086785495,0.4162956812292588,-1.0487784,1.0265334,-0.36995706,1.975693,0.00038100276,0.0012664115,0.0017898862,3.0533044,0.15823075
0,524,0.524,0.521,0.516,0.4617,0.4448,0.4543,0.4789723,-0.33339432,0.46459523,0.09966292,0.4452631919060429,-1.130805,0.9530698,-0.24373609,1.976692,0.00031181774,0.0012615405,-0.033574738,3.0289187,0.12693383
1,1269,0.684,0.633,0.5186,0.2286,0.2094,0.218,0.57724905,-0.39542472,0.47654814,-0.6021812,0.5603145954633622,-0.9545761,0.9472433,-0.4019668,1.9767637,0.0003572017,0.0011591846,-0.029254586,2.932274,0.24060623
0,2145,0.6313,0.5996,0.567,0.564,0.4897,0.5215,0.48175228,-0.3517769,0.46114472,0.21835124,0.4447397120690768,-1.188902,1.3599039,-0.42060015,1.978865,-4.395544e-05,0.001319688,-0.0006736198,3.0053287,0.15812056
0,2015,0.4534,0.4307,0.4124,0.3103,0.2834,0.2974,0.52865046,-0.55522966,0.3933062,0.02196912,0.4341610758166516,-1.1055732,1.0636162,-0.16917548,1.980134,-0.0011880725,0.0014338003,0.17976603,3.1187658,0.192811
0,1338,0.4917,0.4795,0.4668,0.4321,0.3557,0.4004,0.4954811,-0.3640083,0.40309957,0.09178957,0.407990783791395,-0.9492413,0.86180425,-0.22933769,1.981476,-2.4663088e-05,0.0012521636,0.02136748,3.0494366,0.21540262
0,137,0.5767,0.5605,0.5493,0.4734,0.4143,0.439,0.496036,-0.38495064,0.42424068,0.17492586,0.4260318678628624,-1.1403365,1.1316909,-0.31714177,1.9817504,0.00024761164,0.0012151613,0.036076706,3.0854561,0.1803908
3,2348,0.2825,0.256,0.2206,0.1809,0.174,0.1787,0.60426134,-0.39136618,0.37546903,-0.70062214,0.5061087595077365,-1.0602556,0.73526305,-0.13621652,1.9819355,0.0002557181,0.0013360585,-0.043289945,2.9969995,0.1494108
2,2956,0.5283,0.4375,0.3572,0.2361,0.1985,0.221,0.5952608,-0.6328021,0.4671725,-0.6463258,0.57258556477289,-1.279952,0.95009494,-0.08190578,1.9823288,0.00012451326,0.0010468061,-0.026162192,2.9532313,0.13516498
0,2518,0.674,0.6406,0.6216,0.564,0.4983,0.5327,0.49723846,-0.37507978,0.44592798,0.04705684,0.446097849450052,-1.1976768,1.8096915,-0.43511212,1.9825276,-0.00016524456,0.0012658916,0.028245762,3.0168471,0.23938067
1,752,0.7744,0.7373,0.6753,0.2303,0.1956,0.2189,0.396442,-0.23520151,0.34568503,-0.28614473,0.2766643993301009,-0.44366705,0.28732964,-0.03584263,1.98405,-8.29527e-06,0.00032690435,-0.0072425003,2.9669583,0.32170326
0,1873,0.4092,0.3901,0.3738,0.3386,0.2969,0.321,0.5082348,-0.39136326,0.42871603,0.074471,0.4421000463100009,-1.1166099,1.0273144,-0.34045616,1.9843384,-0.0007746741,0.0013115818,0.058820564,3.0334172,0.1343761
0,1127,0.547,0.532,0.507,0.5483,0.4905,0.513,0.49924034,-0.27223614,0.47481534,0.061985604,0.4746905241826312,-1.1473476,1.3095018,-0.4041655,1.9848459,-3.550644e-05,0.0012892423,0.0027359992,3.0534463,0.20673828
0,1725,0.525,0.504,0.4673,0.472,0.429,0.4546,0.4778593,-0.4216746,0.45709607,0.085763,0.4372863278059349,-1.0381997,1.0031865,-0.2916241,1.986276,1.7999115e-06,0.0012173705,0.031025346,3.05402,0.20697534
3,2723,0.6055,0.496,0.4202,0.2666,0.1902,0.2181,0.5833278,-0.78468764,0.43663666,-0.5005507,0.5309228951087955,-1.4595411,1.2399226,0.36979893,1.987509,0.00017367935,0.0012097263,-0.010927647,2.9770484,0.18549784
0,431,0.46,0.4404,0.417,0.428,0.3696,0.402,0.49202445,-0.3355734,0.43215057,0.035187237,0.4288421745491274,-1.1182325,1.0263121,-0.3849182,1.9889657,0.00013194764,0.0012598896,-0.014415942,3.0411193,0.14487872
10,3012,0.628,0.5645,0.5215,0.408,0.3723,0.3945,0.47552848,-0.33059517,0.8056919,-0.6415805,0.8752667730167204,-0.8124615,0.8840247,-0.25601074,1.9891682,-0.0030356369,0.007279785,0.13831559,1.997469,0.30782473
0,1336,0.4316,0.4126,0.3796,0.4,0.3677,0.382,0.49745893,-0.40833688,0.42924428,0.012934307,0.4317160389494633,-0.97421026,0.9274237,-0.30946448,1.9893243,-0.00036888538,0.0012765044,0.03266962,3.0300343,0.217114
0,753,0.5786,0.5366,0.5103,0.5264,0.493,0.5117,0.46773094,-0.31852537,0.4693205,0.11595065,0.4390339639535335,-0.878726,0.9306177,-0.334985,1.9900019,-0.00011131895,0.0012914892,0.012437962,2.9683185,0.24859013
0,647,0.514,0.502,0.4949,0.5073,0.445,0.4675,0.47496197,-0.36695045,0.46754783,0.123761706,0.4441898462839898,-1.1180884,1.1306711,-0.444115,1.9907161,0.00043342888,0.0012105653,-0.005352234,2.9996872,0.18015607
3,402,0.3237,0.312,0.3062,0.322,0.2654,0.2944,0.61666954,-0.6217233,0.46188027,-0.6573984,0.5936147053790845,-1.1476756,1.0401859,-0.5606326,1.9918303,-0.0014918161,0.0015734235,-0.06456287,3.0565267,0.104550175
0,1334,0.5366,0.4873,0.4448,0.485,0.4412,0.4624,0.4643006,-0.2887228,0.45394188,0.062192097,0.4216382775782944,-0.881687,0.99301976,-0.39136276,1.9920741,-0.00068728486,0.001244381,0.057952724,2.9822927,0.25458145
7,2417,0.466,0.407,0.3635,0.1821,0.1593,0.1715,0.63002276,-0.81997764,0.7153422,-0.44978946,0.9086431412188576,-1.5961865,1.2937406,0.3901921,1.9954492,0.0011011189,0.0033818206,-0.5965087,3.0891776,0.12689911
9,1100,0.5586,0.5405,0.5205,0.2925,0.2656,0.2795,0.57405114,-0.8140494,0.82835996,-0.5488914,1.015714934666501,-1.5159383,1.2153805,0.33299538,1.995654,0.004273449,0.009444119,-0.8407809,2.3809347,0.13129438
0,2850,0.536,0.4966,0.4812,0.4385,0.383,0.4124,0.4970988,-0.37095368,0.4423213,0.06786539,0.4427553493951299,-1.2893623,1.3527566,-0.4392541,1.996052,-6.5810935e-05,0.0012664367,0.008532468,3.0339465,0.110765666
9,560,0.541,0.5103,0.4468,0.2996,0.2888,0.2942,0.471691,-0.52125025,0.7005868,-0.5771897,0.7133142638152399,-1.2421249,1.138132,-0.078881636,1.9961176,0.0010335062,0.0016380734,0.03915709,2.8836677,0.18094352
0,288,0.4514,0.432,0.4204,0.4072,0.3674,0.395,0.48863247,-0.35132527,0.40824288,0.08396846,0.4054239398089952,-1.0184844,0.80388814,-0.25828022,1.9966617,0.00015485656,0.0013242086,-0.03514107,2.9933856,0.18276134
0,922,0.423,0.3982,0.3765,0.3853,0.3247,0.348,0.49624565,-0.38202918,0.39212564,-0.025534676,0.400022262689332,-0.903419,0.7409001,-0.1628166,1.9970429,0.00047604786,0.0013871217,-0.02772506,2.9401755,0.19593294
0,2303,0.3928,0.3704,0.352,0.3557,0.3188,0.333,0.48179245,-0.37295723,0.4356345,0.053109746,0.4219013824672525,-1.012654,0.8146465,-0.35683274,1.9992576,-8.810041e-05,0.0012998057,0.00061441335,3.0601711,0.12747459
